brand,model,color,car_age,mileage_in_km,power_kw,transmission_type,fuel_type,price_in_euro
audi,Audi e-tron,beige,4,84800.0,300,Automatic,Electric,51888
audi,Audi e-tron,beige,4,51000.0,300,Automatic,Electric,53990
audi,Audi e-tron,blue,4,84300.0,300,Automatic,Electric,32930
audi,Audi e-tron,blue,4,55900.0,300,Automatic,Electric,44940
audi,Audi e-tron,blue,4,17950.0,300,Automatic,Electric,52446
audi,Audi e-tron,blue,4,67541.0,300,Automatic,Electric,41980
audi,Audi e-tron,blue,4,25639.0,265,Automatic,Electric,40990
audi,Audi e-tron,blue,4,54000.0,300,Automatic,Electric,39890
audi,Audi e-tron,blue,4,80000.0,300,Automatic,Electric,42880
audi,Audi e-tron,blue,4,48400.0,265,Automatic,Electric,49600
audi,Audi e-tron,blue,4,71253.0,300,Automatic,Electric,49679
audi,Audi e-tron,blue,4,21960.0,300,Automatic,Electric,57499
audi,Audi e-tron,blue,4,91015.0,300,Manual,Electric,43850
audi,Audi e-tron,blue,4,25000.0,300,Automatic,Electric,52900
audi,Audi e-tron,blue,4,40300.0,265,Automatic,Electric,47900
audi,Audi e-tron,grey,4,48048.0,300,Automatic,Electric,41990
audi,Audi e-tron,grey,4,47400.0,300,Automatic,Electric,49920
audi,Audi e-tron,grey,4,34802.0,300,Automatic,Electric,45790
audi,Audi e-tron,grey,4,75430.0,265,Automatic,Electric,46970
audi,Audi e-tron,grey,4,31032.0,265,Automatic,Electric,56450
audi,Audi e-tron,grey,4,84200.0,300,Automatic,Electric,49440
audi,Audi e-tron,grey,4,60738.0,300,Automatic,Electric,57870
audi,Audi e-tron,grey,4,76800.0,300,Automatic,Electric,45940
audi,Audi e-tron,grey,4,64274.0,300,Automatic,Electric,49830
audi,Audi e-tron,grey,4,66200.0,300,Automatic,Electric,45340
audi,Audi e-tron,red,4,17494.0,300,Automatic,Electric,56990
audi,Audi e-tron,red,4,39530.0,300,Automatic,Electric,47970
audi,Audi e-tron,red,4,3000.0,300,Automatic,Electric,56950
audi,Audi e-tron,red,4,38460.0,300,Automatic,Electric,53790
audi,Audi e-tron,red,4,25070.0,300,Automatic,Electric,49790
audi,Audi e-tron,black,4,58617.0,300,Automatic,Electric,52980
audi,Audi e-tron,black,4,45300.0,300,Automatic,Electric,46895
audi,Audi e-tron,black,4,95850.0,300,Automatic,Electric,47850
audi,Audi e-tron,black,4,68944.0,300,Automatic,Electric,17990
audi,Audi e-tron,black,4,57990.0,300,Automatic,Electric,49930
audi,Audi e-tron,black,4,146003.0,300,Automatic,Electric,31850
audi,Audi e-tron,black,4,31000.0,300,Automatic,Electric,42470
audi,Audi e-tron,black,4,77728.0,300,Automatic,Electric,51940
audi,Audi e-tron,black,4,104450.0,158,Automatic,Electric,44690
audi,Audi e-tron,silver,4,37310.0,300,Automatic,Electric,49760
audi,Audi e-tron,silver,4,82500.0,300,Automatic,Electric,42400
audi,Audi e-tron,silver,4,27300.0,265,Automatic,Electric,46760
audi,Audi e-tron,silver,4,32995.0,300,Automatic,Electric,52880
audi,Audi e-tron,silver,4,40815.0,265,Automatic,Electric,61999
audi,Audi e-tron,white,4,22724.0,300,Automatic,Electric,45980
audi,Audi e-tron,white,4,31500.0,300,Automatic,Electric,46990
audi,Audi e-tron,white,4,45900.0,300,Automatic,Electric,47950
audi,Audi e-tron,white,4,50450.0,300,Automatic,Electric,52436
audi,Audi e-tron,white,4,72221.0,300,Automatic,Electric,43450
audi,Audi e-tron,white,4,52400.0,300,Automatic,Electric,48200
audi,Audi e-tron,white,4,59680.0,300,Automatic,Electric,54960
audi,Audi e-tron,blue,3,50500.0,300,Automatic,Electric,49880
audi,Audi e-tron,blue,3,43417.0,230,Automatic,Electric,45989
audi,Audi e-tron,blue,3,50374.0,230,Automatic,Electric,41950
audi,Audi e-tron,blue,3,67950.0,300,Automatic,Electric,48845
audi,Audi e-tron,blue,3,16800.0,370,Automatic,Electric,69900
audi,Audi e-tron,blue,3,8471.0,230,Automatic,Electric,46950
audi,Audi e-tron,blue,3,13100.0,300,Automatic,Electric,59950
audi,Audi e-tron,blue,3,35800.0,370,Automatic,Electric,77800
audi,Audi e-tron,blue,3,71011.0,300,Automatic,Electric,56990
audi,Audi e-tron,blue,3,29858.0,230,Automatic,Electric,49888
audi,Audi e-tron,grey,3,37172.0,230,Automatic,Electric,47780
audi,Audi e-tron,grey,3,30384.0,230,Automatic,Electric,56190
audi,Audi e-tron,grey,3,62039.0,300,Automatic,Electric,54830
audi,Audi e-tron,grey,3,82803.0,230,Automatic,Electric,48920
audi,Audi e-tron,grey,3,38977.0,230,Automatic,Electric,56970
audi,Audi e-tron,red,3,29238.0,300,Automatic,Electric,59625
audi,Audi e-tron,red,3,29238.0,300,Automatic,Electric,59625
audi,Audi e-tron,red,3,29999.0,230,Automatic,Electric,46444
audi,Audi e-tron,red,3,5988.0,300,Automatic,Electric,65980
audi,Audi e-tron,red,3,7924.0,300,Automatic,Electric,62990
audi,Audi e-tron,red,3,56248.0,300,Automatic,Electric,57770
audi,Audi e-tron,black,3,37151.0,230,Automatic,Electric,41990
audi,Audi e-tron,silver,3,36925.0,300,Automatic,Electric,58950
audi,Audi e-tron,silver,3,49805.0,300,Automatic,Electric,61450
audi,Audi e-tron,silver,3,48100.0,230,Automatic,Electric,56090
audi,Audi e-tron,silver,3,34484.0,300,Automatic,Electric,65930
audi,Audi e-tron,white,3,60330.0,230,Automatic,Electric,37940
audi,Audi e-tron,white,3,30724.0,230,Automatic,Electric,63890
audi,Audi e-tron,white,3,46938.0,230,Automatic,Electric,43550
audi,Audi Q5,white,3,99970.0,185,Automatic,Electric,38900
audi,Audi e-tron,white,3,8650.0,300,Automatic,Electric,59790
audi,Audi Q4 e-tron,blue,2,5296.0,150,Automatic,Electric,56960
audi,Audi Q4 e-tron,blue,2,19980.0,125,Automatic,Electric,48780
audi,Audi e-tron,blue,2,14700.0,230,Automatic,Electric,46890
audi,Audi e-tron,blue,2,11999.0,370,Automatic,Electric,78950
audi,Audi e-tron,blue,2,7202.0,370,Automatic,Electric,83900
audi,Audi Q4 e-tron,blue,2,4425.0,220,Automatic,Electric,60850
audi,Audi Q4 e-tron,blue,2,14888.0,150,Automatic,Electric,59150
audi,Audi e-tron,blue,2,20888.0,370,Automatic,Electric,78680
audi,Audi e-tron,yellow,2,28386.0,230,Automatic,Electric,45180
audi,Audi e-tron,grey,2,5200.0,150,Automatic,Electric,55690
audi,Audi e-tron GT,grey,2,34588.0,350,Automatic,Electric,81980
audi,Audi Q4 e-tron,grey,2,8031.0,220,Automatic,Electric,81980
audi,Audi Q4 e-tron,grey,2,17737.0,220,Automatic,Electric,58950
audi,Audi Q4 e-tron,grey,2,2109.0,125,Automatic,Electric,47440
audi,Audi Q4 e-tron,grey,2,33990.0,220,Automatic,Electric,55880
audi,Audi Q4 e-tron,grey,2,29103.0,150,Automatic,Electric,52950
audi,Audi,grey,2,4780.0,350,Automatic,Electric,82950
audi,Audi Q4 e-tron,grey,2,22458.0,220,Automatic,Electric,59920
audi,Audi e-tron GT,grey,2,9998.0,350,Automatic,Electric,84420
audi,Audi e-tron,grey,2,11400.0,300,Automatic,Electric,67840
audi,Audi Q4 e-tron,grey,2,16800.0,150,Unknown,Electric,51990
audi,Audi e-tron GT,grey,2,8937.0,350,Automatic,Electric,96900
audi,Audi e-tron,grey,2,6959.0,158,Automatic,Electric,63880
audi,Audi Q4 e-tron,grey,2,10036.0,150,Automatic,Electric,55990
audi,Audi e-tron,grey,2,17279.0,370,Automatic,Electric,79999
audi,Audi e-tron,grey,2,22657.0,230,Automatic,Electric,47440
audi,Audi e-tron GT,green,2,24981.0,350,Automatic,Electric,91980
audi,Audi e-tron GT,green,2,15713.0,350,Automatic,Electric,96870
audi,Audi e-tron GT,red,2,8000.0,440,Automatic,Electric,113590
audi,Audi e-tron,red,2,24487.0,370,Automatic,Electric,59900
audi,Audi RS,red,2,9868.0,440,Automatic,Electric,117879
audi,Audi e-tron,red,2,6380.0,300,Automatic,Electric,76950
audi,Audi e-tron,red,2,8896.0,300,Automatic,Electric,59955
audi,Audi e-tron,red,2,39900.0,300,Automatic,Electric,64979
audi,Audi e-tron,red,2,7669.0,265,Automatic,Electric,72480
audi,Audi e-tron GT,black,2,35000.0,440,Automatic,Electric,136780
audi,Audi e-tron,black,2,7345.0,300,Automatic,Electric,39650
audi,Audi e-tron GT,black,2,42600.0,350,Automatic,Electric,91990
audi,Audi e-tron,black,2,31200.0,370,Automatic,Electric,76899
audi,Audi,black,2,14985.0,370,Automatic,Electric,63880
audi,Audi Q4 e-tron,black,2,57650.0,220,Automatic,Electric,50980
audi,Audi e-tron GT,black,2,47500.0,350,Automatic,Electric,88999
audi,Audi e-tron,black,2,7263.0,370,Automatic,Electric,84420
audi,Audi e-tron,black,2,8000.0,474,Automatic,Electric,131990
audi,Audi e-tron,silver,2,8100.0,230,Automatic,Electric,56990
audi,Audi Q4 e-tron,silver,2,5990.0,125,Automatic,Electric,56666
audi,Audi Q4 e-tron,silver,2,5990.0,125,Automatic,Electric,56866
audi,Audi e-tron,silver,2,27600.0,371,Automatic,Electric,24980
audi,Audi e-tron,silver,2,19971.0,300,Automatic,Electric,67980
audi,Audi e-tron,silver,2,7400.0,230,Automatic,Electric,54900
audi,Audi e-tron,silver,2,7400.0,230,Automatic,Electric,43840
audi,Audi e-tron GT,white,2,14700.0,440,Automatic,Electric,104985
audi,Audi e-tron GT,white,2,13600.0,350,Automatic,Electric,88990
audi,Audi Q4 e-tron,white,2,15500.0,125,Automatic,Electric,51880
audi,Audi e-tron,white,2,11300.0,370,Automatic,Electric,71849
audi,Audi e-tron GT,white,2,9371.0,350,Automatic,Electric,99980
audi,Audi e-tron,beige,1,6001.0,230,Automatic,Electric,62219
audi,Audi Q4 e-tron,blue,1,1100.0,125,Automatic,Electric,47420
audi,Audi e-tron,blue,1,7100.0,370,Automatic,Electric,84880
audi,Audi e-tron,blue,1,6431.0,230,Automatic,Electric,22690
audi,Audi Q4 e-tron,blue,1,9950.0,125,Automatic,Electric,47699
audi,Audi e-tron,blue,1,19285.0,300,Automatic,Electric,26970
audi,Audi e-tron,blue,1,6064.0,230,Automatic,Electric,50980
audi,Audi e-tron,blue,1,11504.0,300,Automatic,Electric,68990
audi,Audi Q4 e-tron,blue,1,9950.0,125,Automatic,Electric,47499
audi,Audi Q4 e-tron,blue,1,12000.0,150,Automatic,Electric,53489
audi,Audi e-tron,blue,1,9900.0,300,Automatic,Electric,63900
audi,Audi e-tron,blue,1,5060.0,300,Automatic,Electric,67890
audi,Audi,blue,1,4990.0,350,Automatic,Electric,112850
audi,Audi Q4 e-tron,blue,1,1313.0,125,Automatic,Electric,43650
audi,Audi Q4 e-tron,blue,1,2570.0,150,Automatic,Electric,56980
audi,Audi e-tron,blue,1,14909.0,300,Automatic,Electric,61790
audi,Audi Q4 e-tron,blue,1,12500.0,150,Automatic,Electric,53900
audi,Audi e-tron,blue,1,14585.0,370,Automatic,Electric,73920
audi,Audi,brown,1,11000.0,370,Automatic,Electric,99990
audi,Audi Q4 e-tron,grey,1,10136.0,150,Automatic,Electric,49980
audi,Audi e-tron,grey,1,10460.0,300,Automatic,Electric,64970
audi,Audi Q4 e-tron,grey,1,2875.0,125,Automatic,Electric,37490
audi,Audi,grey,1,17000.0,220,Automatic,Electric,32480
audi,Audi e-tron,grey,1,11860.0,300,Automatic,Electric,61850
audi,Audi e-tron GT,grey,1,9875.0,440,Automatic,Electric,134900
audi,Audi e-tron,grey,1,10900.0,230,Automatic,Electric,56880
audi,Audi e-tron,grey,1,8200.0,230,Automatic,Electric,53710
audi,Audi e-tron GT,grey,1,3050.0,440,Automatic,Electric,117777
audi,Audi e-tron,grey,1,7174.0,230,Automatic,Electric,52644
audi,Audi e-tron,grey,1,9900.0,300,Automatic,Electric,39440
audi,Audi e-tron,grey,1,15828.0,300,Automatic,Electric,23990
audi,Audi e-tron,grey,1,2690.0,370,Automatic,Electric,36790
audi,Audi e-tron,grey,1,22750.0,370,Automatic,Electric,52999
audi,Audi e-tron GT,grey,1,10000.0,350,Automatic,Electric,104380
audi,Audi Q4 e-tron,grey,1,8550.0,150,Automatic,Electric,60850
audi,Audi e-tron,grey,1,14950.0,370,Automatic,Electric,54990
audi,Audi e-tron,grey,1,8480.0,300,Automatic,Electric,66690
audi,Audi e-tron GT,green,1,24950.0,350,Automatic,Electric,99890
audi,Audi e-tron GT,green,1,15000.0,350,Automatic,Electric,105890
audi,Audi e-tron GT,green,1,1999.0,440,Automatic,Electric,132980
audi,Audi e-tron,red,1,10303.0,370,Automatic,Electric,89950
audi,Audi e-tron,red,1,16340.0,300,Automatic,Electric,72690
audi,Audi e-tron GT,red,1,2540.0,350,Automatic,Electric,105980
audi,Audi e-tron,red,1,8800.0,300,Automatic,Electric,68985
audi,Audi,red,1,10855.0,230,Automatic,Electric,54920
audi,Audi e-tron,red,1,9500.0,300,Automatic,Electric,89950
audi,Audi e-tron,red,1,9000.0,230,Automatic,Electric,60985
audi,Audi e-tron,red,1,5248.0,230,Automatic,Electric,58870
audi,Audi e-tron,red,1,8004.0,230,Automatic,Electric,30180
audi,Audi e-tron,red,1,9583.0,300,Automatic,Electric,59860
audi,Audi e-tron GT,black,1,15723.0,350,Automatic,Electric,88930
audi,Audi e-tron GT,black,1,8889.0,350,Automatic,Electric,89990
audi,Audi Q4 e-tron,black,1,3500.0,125,Automatic,Electric,48488
audi,Audi e-tron,black,1,5985.0,300,Automatic,Electric,68380
audi,Audi Q4 e-tron,black,1,8999.0,150,Automatic,Electric,54880
audi,Audi e-tron GT,black,1,9999.0,350,Automatic,Electric,102999
audi,Audi Q4 e-tron,black,1,8999.0,150,Automatic,Electric,55080
audi,Audi e-tron,black,1,7500.0,370,Automatic,Electric,94890
audi,Audi e-tron,black,1,700.0,230,Automatic,Electric,75190
audi,Audi Q4 e-tron,black,1,6000.0,150,Automatic,Electric,37980
audi,Audi Q4 e-tron,black,1,9786.0,125,Automatic,Electric,40980
audi,Audi e-tron,black,1,9724.0,300,Automatic,Electric,73050
audi,Audi e-tron GT,black,1,5.0,440,Automatic,Electric,147990
audi,Audi Q4 e-tron,black,1,7550.0,220,Automatic,Electric,58850
audi,Audi e-tron,black,1,5900.0,230,Automatic,Electric,70950
audi,Audi,black,1,6000.0,440,Automatic,Electric,139920
audi,Audi e-tron GT,silver,1,2310.0,350,Automatic,Electric,95932
audi,Audi Q4 e-tron,silver,1,13.0,220,Automatic,Electric,79088
audi,Audi e-tron GT,silver,1,5422.0,350,Automatic,Electric,99770
audi,Audi e-tron GT,silver,1,16700.0,350,Automatic,Electric,98880
audi,Audi e-tron,silver,1,6500.0,370,Automatic,Electric,99390
audi,Audi Q4 e-tron,silver,1,8900.0,150,Automatic,Electric,55990
audi,Audi e-tron,silver,1,15220.0,300,Automatic,Electric,57590
audi,Audi e-tron,white,1,7290.0,300,Automatic,Electric,63980
audi,Audi e-tron,white,1,1095.0,230,Automatic,Electric,62370
audi,Audi e-tron,white,1,8050.0,300,Automatic,Electric,145485
audi,Audi e-tron,white,1,12500.0,440,Automatic,Electric,124990
audi,Audi Q4 e-tron,white,1,6000.0,150,Automatic,Electric,145980
audi,Audi Q4 e-tron,white,1,3777.0,125,Automatic,Electric,43100
audi,Audi Q4 e-tron,white,1,14480.0,150,Unknown,Electric,51990
audi,Audi e-tron,white,1,4826.0,230,Automatic,Electric,53390
audi,Audi e-tron,white,1,15940.0,300,Automatic,Electric,66740
audi,Audi Q4 e-tron,white,1,40.0,125,Automatic,Electric,48320
audi,Audi e-tron GT,white,1,5000.0,350,Automatic,Electric,121900
audi,Audi e-tron,beige,0,3000.0,370,Automatic,Electric,111450
audi,Audi Q8,blue,0,4500.0,250,Automatic,Electric,77190
audi,Audi Q8 e-tron,blue,0,1100.0,250,Automatic,Electric,77950
audi,Audi Q8 e-tron,blue,0,3000.0,300,Automatic,Electric,125265
audi,Audi 50,blue,0,1550.0,220,Automatic,Electric,76064
audi,Audi e-tron,blue,0,8000.0,300,Automatic,Electric,89850
audi,Audi Q4 e-tron,blue,0,10.0,220,Automatic,Electric,67890
audi,Audi Q4 e-tron,blue,0,3500.0,220,Automatic,Electric,64850
audi,Audi,blue,0,1500.0,150,Automatic,Electric,40488
audi,Audi Q8 e-tron,brown,0,1100.0,250,Automatic,Electric,77950
audi,Audi Q4 e-tron,grey,0,500.0,220,Automatic,Electric,70990
audi,Audi Q4 e-tron,grey,0,5000.0,125,Automatic,Electric,46090
audi,Audi Q8 e-tron,grey,0,5000.0,250,Automatic,Electric,73900
audi,Audi Q4 e-tron,grey,0,15000.0,150,Automatic,Electric,54990
audi,Audi Q8,grey,0,3000.0,300,Automatic,Electric,99850
audi,Audi e-tron GT,grey,0,10000.0,440,Automatic,Electric,150990
audi,Audi Q8 e-tron,grey,0,6500.0,300,Automatic,Electric,99450
audi,Audi Q4 e-tron,grey,0,200.0,125,Automatic,Electric,48880
audi,Audi Q4 e-tron,grey,0,500.0,125,Automatic,Electric,59500
audi,Audi Q4 e-tron,grey,0,5000.0,125,Automatic,Electric,45890
audi,Audi Q8,grey,0,4990.0,250,Automatic,Electric,81980
audi,Audi Q8 e-tron,grey,0,5000.0,300,Automatic,Electric,94880
audi,Audi Q8 e-tron,grey,0,1100.0,300,Automatic,Electric,93850
audi,Audi Q8 e-tron,grey,0,5000.0,250,Automatic,Electric,89890
audi,Audi e-tron,grey,0,0.0,440,Automatic,Electric,167530
audi,Audi e-tron,grey,0,1500.0,300,Automatic,Electric,84990
audi,Audi e-tron,green,0,3000.0,370,Automatic,Electric,115450
audi,Audi e-tron GT,green,0,1000.0,350,Automatic,Electric,124770
audi,Audi e-tron GT,green,0,2000.0,440,Automatic,Electric,144439
audi,Audi e-tron GT,red,0,2000.0,440,Automatic,Electric,147950
audi,Audi Q8 e-tron,red,0,3000.0,300,Manual,Electric,105499
audi,Audi Q8 e-tron,black,0,9000.0,300,Automatic,Electric,97790
audi,Audi Q4 e-tron,black,0,6900.0,195,Automatic,Electric,59990
audi,Audi Q8 e-tron,black,0,2950.0,250,Automatic,Electric,82666
audi,Audi Q4 e-tron,black,0,14900.0,220,Automatic,Electric,74870
audi,Audi Q8 e-tron,black,0,5900.0,300,Automatic,Electric,92590
audi,Audi Q8 e-tron,black,0,6000.0,300,Automatic,Electric,99890
audi,Audi,black,0,5900.0,370,Automatic,Electric,89990
audi,Audi e-tron,black,0,1500.0,150,Automatic,Electric,66940
audi,Audi Q8 e-tron,black,0,3000.0,250,Automatic,Electric,200950
audi,Audi Q8 e-tron,black,0,4500.0,300,Automatic,Electric,103880
audi,Audi Q8,black,0,6750.0,300,Automatic,Electric,98769
audi,Audi Q8,black,0,10900.0,300,Automatic,Electric,99989
audi,Audi Q8 e-tron,black,0,8500.0,250,Automatic,Electric,76555
audi,Audi e-tron,silver,0,10.0,300,Automatic,Electric,69988
audi,Audi e-tron,silver,0,10.0,300,Automatic,Electric,69988
audi,Audi e-tron GT,silver,0,60.0,350,Automatic,Electric,98977
audi,Audi e-tron GT,silver,0,7050.0,350,Automatic,Electric,114980
audi,Audi e-tron,silver,0,10.0,300,Automatic,Electric,71238
audi,Audi e-tron GT,silver,0,10.0,350,Automatic,Electric,44688
audi,Audi e-tron,white,0,5500.0,230,Automatic,Electric,78750
audi,Audi Q8,white,0,3500.0,300,Automatic,Electric,92480
audi,Audi Q8 e-tron,white,0,8900.0,300,Automatic,Electric,99990
audi,Audi e-tron,white,0,5500.0,230,Automatic,Electric,78550
audi,Audi Q8 e-tron,white,0,1100.0,300,Automatic,Electric,98950
audi,Audi e-tron,white,0,1500.0,300,Automatic,Electric,85990
audi,Audi Q8,white,0,4100.0,300,Automatic,Electric,105990
audi,Audi Q8 e-tron,white,0,6001.0,300,Automatic,Electric,110875
audi,Audi e-tron,white,0,0.0,265,Automatic,Electric,107999
audi,Audi Q8 e-tron,white,0,3500.0,300,Automatic,Electric,99880
audi,Audi Q8 e-tron,white,0,7900.0,300,Automatic,Electric,92990
bmw,BMW i3,silver,10,67000.0,125,Automatic,Electric,16290
bmw,BMW i3,grey,9,116150.0,125,Automatic,Electric,13990
bmw,BMW i3,white,7,54012.0,125,Automatic,Electric,20900
bmw,BMW i3,blue,6,32500.0,75,Manual,Electric,21000
bmw,BMW i3,grey,6,19980.0,125,Automatic,Electric,20750
bmw,BMW i3,silver,6,33323.0,125,Automatic,Electric,12995
bmw,BMW i3,white,6,58216.0,125,Automatic,Electric,19850
bmw,BMW i3,white,6,27600.0,75,Automatic,Electric,20870
bmw,BMW i3,white,6,30000.0,125,Automatic,Electric,19900
bmw,BMW i3,blue,5,16900.0,135,Automatic,Electric,24499
bmw,BMW i3,blue,5,49983.0,125,Automatic,Electric,19890
bmw,BMW i3,blue,5,49960.0,125,Automatic,Electric,34950
bmw,BMW i3,grey,5,46000.0,75,Automatic,Electric,19999
bmw,BMW i3,red,5,23002.0,125,Automatic,Electric,26950
bmw,BMW i3,black,5,52930.0,125,Automatic,Electric,19990
bmw,BMW i3,white,5,27000.0,125,Automatic,Electric,22500
bmw,BMW i3,white,5,27326.0,125,Automatic,Electric,21490
bmw,BMW i3,white,5,28622.0,125,Automatic,Electric,25470
bmw,BMW i3,beige,4,22600.0,135,Automatic,Electric,28500
bmw,BMW i3,blue,4,43507.0,135,Automatic,Electric,44650
bmw,BMW i3,blue,4,38500.0,75,Automatic,Electric,22980
bmw,BMW i3,blue,4,77000.0,125,Automatic,Electric,23990
bmw,BMW i3,blue,4,35486.0,135,Automatic,Electric,25850
bmw,BMW i3,blue,4,20928.0,135,Automatic,Electric,25795
bmw,BMW i3,grey,4,9793.0,125,Automatic,Electric,24480
bmw,BMW i3,grey,4,35929.0,135,Automatic,Electric,27900
bmw,BMW i3,grey,4,32002.0,125,Automatic,Electric,26450
bmw,BMW,red,4,33880.0,135,Automatic,Electric,20090
bmw,BMW i3,red,4,49800.0,75,Automatic,Electric,26499
bmw,BMW i3,red,4,18941.0,135,Automatic,Electric,30990
bmw,BMW i3,black,4,33935.0,135,Automatic,Electric,25190
bmw,BMW i3,black,4,23800.0,125,Automatic,Electric,25900
bmw,BMW i3,black,4,60124.0,135,Automatic,Electric,24790
bmw,BMW i3,black,4,33071.0,135,Automatic,Electric,24840
bmw,BMW i3,black,4,16044.0,135,Automatic,Electric,27980
bmw,BMW i3,black,4,19138.0,125,Automatic,Electric,24880
bmw,BMW i3,white,4,31678.0,135,Automatic,Electric,27880
bmw,BMW i3,white,4,16299.0,125,Automatic,Electric,29690
bmw,BMW i3,white,4,31400.0,125,Automatic,Electric,24000
bmw,BMW i3,white,4,41500.0,125,Automatic,Electric,23910
bmw,BMW i3,beige,3,250.0,135,Automatic,Electric,29190
bmw,BMW i3,beige,3,35493.0,125,Automatic,Electric,22999
bmw,BMW i3,blue,3,10455.0,125,Automatic,Electric,26194
bmw,BMW i3,blue,3,36583.0,135,Automatic,Electric,28140
bmw,BMW i3,blue,3,48700.0,135,Automatic,Electric,27580
bmw,BMW i3,blue,3,30400.0,135,Automatic,Electric,24580
bmw,BMW,blue,3,56570.0,135,Automatic,Electric,52999
bmw,BMW i3,blue,3,29200.0,125,Automatic,Electric,27897
bmw,BMW i3,blue,3,41100.0,135,Automatic,Electric,27780
bmw,BMW i3,blue,3,30400.0,135,Automatic,Electric,24380
bmw,BMW i3,blue,3,5934.0,135,Automatic,Electric,28840
bmw,BMW i3,blue,3,37720.0,135,Automatic,Electric,30840
bmw,BMW i3,blue,3,32088.0,125,Automatic,Electric,48449
bmw,BMW i3,blue,3,10400.0,125,Automatic,Electric,27500
bmw,BMW i3,blue,3,12796.0,135,Automatic,Electric,28790
bmw,BMW i3,red,3,36672.0,135,Automatic,Electric,29940
bmw,BMW i3,red,3,16782.0,135,Automatic,Electric,28896
bmw,BMW i3,red,3,33873.0,75,Automatic,Electric,25980
bmw,BMW i3,red,3,25157.0,135,Automatic,Electric,26090
bmw,BMW i3,red,3,17025.0,135,Automatic,Electric,27896
bmw,BMW i3,black,3,24491.0,135,Automatic,Electric,28690
bmw,BMW i3,black,3,28179.0,135,Automatic,Electric,28880
bmw,BMW i3,black,3,17891.0,135,Automatic,Electric,26490
bmw,BMW i3,black,3,53060.0,135,Automatic,Electric,56990
bmw,BMW i3,black,3,35305.0,125,Automatic,Electric,25120
bmw,BMW i3,black,3,9150.0,135,Automatic,Electric,28990
bmw,BMW i3,white,3,12000.0,125,Automatic,Electric,27180
bmw,BMW i3,white,3,17288.0,125,Automatic,Electric,26990
bmw,BMW i3,white,3,16400.0,135,Automatic,Electric,27480
bmw,BMW i3,white,3,4353.0,75,Automatic,Electric,23890
bmw,BMW i3,white,3,9000.0,135,Automatic,Electric,26950
bmw,BMW i3,white,3,32249.0,125,Automatic,Electric,23630
bmw,BMW i3,white,3,21850.0,125,Automatic,Electric,34900
bmw,BMW i3,white,3,22910.0,135,Automatic,Electric,24749
bmw,BMW i3,white,3,30313.0,125,Automatic,Electric,25896
bmw,BMW i3,white,3,23674.0,75,Automatic,Electric,25530
bmw,BMW i4,blue,2,690.0,400,Automatic,Electric,79950
bmw,BMW i3,blue,2,14000.0,135,Automatic,Electric,32900
bmw,BMW i4,blue,2,11100.0,400,Automatic,Electric,79990
bmw,BMW i3,blue,2,24002.0,125,Automatic,Electric,69500
bmw,BMW i3,blue,2,21737.0,125,Automatic,Electric,25480
bmw,BMW iX3,blue,2,81297.0,210,Automatic,Electric,49500
bmw,BMW i3,blue,2,16694.0,75,Automatic,Electric,25440
bmw,BMW iX,blue,2,5700.0,240,Automatic,Electric,69900
bmw,BMW iX,blue,2,5406.0,240,Automatic,Electric,74923
bmw,BMW i3,blue,2,20253.0,135,Automatic,Electric,33990
bmw,BMW iX,blue,2,18900.0,240,Automatic,Electric,61340
bmw,BMW i3,blue,2,14700.0,125,Automatic,Electric,31300
bmw,BMW i3,blue,2,19500.0,135,Automatic,Electric,30950
bmw,BMW iX,grey,2,15109.0,240,Manual,Electric,69980
bmw,BMW i4,grey,2,8700.0,400,Automatic,Electric,78800
bmw,BMW iX3,grey,2,15022.0,210,Automatic,Electric,53990
bmw,BMW iX,grey,2,21596.0,240,Automatic,Electric,67490
bmw,BMW i3,grey,2,6400.0,125,Manual,Electric,30860
bmw,BMW iX3,grey,2,9900.0,210,Automatic,Electric,50950
bmw,BMW iX,grey,2,5091.0,240,Automatic,Electric,65750
bmw,BMW i3,grey,2,14976.0,75,Automatic,Electric,26395
bmw,BMW i3,grey,2,12000.0,125,Automatic,Electric,27990
bmw,BMW iX3,grey,2,4463.0,210,Automatic,Electric,59900
bmw,BMW i4,green,2,13800.0,400,Automatic,Electric,79525
bmw,BMW iX,red,2,16996.0,385,Automatic,Electric,88499
bmw,BMW iX,red,2,20627.0,240,Automatic,Electric,64900
bmw,BMW iX3,red,2,21380.0,210,Manual,Electric,54960
bmw,BMW iX,red,2,23900.0,385,Automatic,Electric,93990
bmw,BMW i3,black,2,16880.0,125,Automatic,Electric,26380
bmw,BMW i3,black,2,24224.0,125,Automatic,Electric,26090
bmw,BMW i3,black,2,28767.0,125,Automatic,Electric,23334
bmw,BMW i3,black,2,18124.0,135,Automatic,Electric,30090
bmw,BMW i3,black,2,12956.0,75,Automatic,Electric,26980
bmw,BMW i3,black,2,3750.0,135,Automatic,Electric,30790
bmw,BMW i3,black,2,18934.0,125,Automatic,Electric,26430
bmw,BMW i3,black,2,21000.0,125,Automatic,Electric,27800
bmw,BMW iX3,black,2,28434.0,210,Automatic,Electric,56900
bmw,BMW iX,black,2,17900.0,240,Automatic,Electric,64300
bmw,BMW iX,black,2,25000.0,385,Automatic,Electric,84999
bmw,BMW i3,silver,2,7100.0,135,Automatic,Electric,33890
